	Predictions													Projections												
shoveler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.315219716	-0.306676533	-0.335531486	-0.255931018	-0.211020802	-0.313990784	-0.453588769	-0.62337238	-0.718729266	-0.658061416	-0.504446359	-0.425349352	-0.524020831
shrimper	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.070107241	-0.133337041	-0.124328323	-0.061220693	-0.130229355	-0.125408632	-0.182405651	-0.286769323	-0.33979384	-0.179899456	-0.01482382	0.293162063	0.216333487
shrinker	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.103466919	-0.061935942	-0.011131168	-0.066968577	-0.24638685	-0.225964331	-0.223529907	-0.222619951	-0.140925598	-0.052657846	0.10690729	0.125262812	-0.059197496
shroudman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.248092699	-0.345431187	-0.381593496	-0.396526244	-0.348746438	-0.430052594	-0.374837108	-0.35347853	-0.493966043	-0.475288722	-0.486008789	-0.618503444	-0.344015533
shucker	2	1	1	1	1	1	1	1	1	1	1	1	1	0.009287448	-0.12964475	-0.284212929	-0.211369813	-0.304626123	-0.283003223	-0.41875766	-0.556104708	-0.593126235	-0.382872728	-0.294805312	-0.230438406	-0.160418069
shuttler	1	1	1	1	2	2	2	1	1	1	1	1	1	-0.262698452	-0.271936233	-0.247925002	-0.108631533	0.066603088	0.049942642	0.039696773	-0.07898491	-0.264969265	-0.146246202	-0.242322618	-0.125347116	-0.280740342
sidehand	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.138628019	-0.333210766	-0.111828875	-0.180615521	-0.151611772	-0.066370914	-0.181536022	-0.359548045	-0.467540776	-0.282565557	-0.211556141	-0.051833335	-0.266000609
sider	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.225123125	-0.278066134	-0.140208876	-0.132651952	-0.236231359	-0.378045088	-0.324448532	-0.403884262	-0.523484373	-0.373838093	-0.430261579	-0.264390188	-0.531928355
siderographer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.173030365	-0.168050044	-0.088086702	-0.082178436	-0.143222324	-0.183986453	-0.350390267	-0.446488104	-0.417462732	-0.238483883	-0.257152084	-0.088048786	-0.160738332
siderographist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.269861879	-0.327365074	-0.310891567	-0.317920025	-0.428301663	-0.445958183	-0.55725603	-0.650017441	-0.545545697	-0.450986137	-0.593711074	-0.399974856	-0.545498854
sighter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.102086841	-0.236613349	-0.223689494	-0.215569938	-0.43900115	-0.446215164	-0.445987906	-0.701822043	-0.690551211	-0.712037682	-0.667623073	-0.508741899	-0.74676453
signaler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.274229946	-0.238447819	-0.258826203	-0.289177126	-0.322223535	-0.175574181	-0.30773807	-0.53332806	-0.609850825	-0.583336916	-0.344778301	-0.081644114	-0.468235984
signalman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.483516716	-0.471345218	-0.546528303	-0.527861251	-0.468571427	-0.088927949	-0.133342598	-0.336848646	-0.48201883	-0.296599518	-0.204792766	0.161259453	0.350893196
signwriter	2	2	2	2	2	2	2	1	1	2	2	2	2	0.209987699	0.176368942	0.151035441	0.046833916	0.036231903	0.108385352	0.00472906	-0.148891216	-0.160110311	0.07335943	0.379313217	0.714426212	0.595540548
silicator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.266553085	-0.26715249	-0.252619234	-0.284453334	-0.337155126	-0.491858245	-0.395533037	-0.434848741	-0.376997503	-0.264943245	-0.280316031	-0.006009341	-0.024444428
silverer	1	1	2	2	2	1	1	1	1	1	1	1	1	-0.157957183	-0.049303034	0.030943591	0.070208048	0.013665994	-0.05712127	-0.003031201	-0.215991392	-0.430546958	-0.43171729	-0.454075869	-0.427872417	-0.593448606
silviculturist	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.239605347	-0.206982717	-0.196237932	-0.177044666	-0.23396465	-0.147640413	-0.164679844	-0.131239746	-0.080973795	-0.039059385	0.054307026	0.20162012	0.207650428
simonizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.490944873	-0.369599671	-0.400002783	-0.419889149	-0.423890316	-0.430026635	-0.564979316	-0.667380825	-0.63780407	-0.759507044	-0.749756948	-0.673751357	-0.629859841
siphoner	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.062279365	-0.121571095	-0.106646133	-0.05020596	-0.216109371	-0.161117064	-0.25767194	-0.314547293	-0.254667123	-0.227954636	-0.165122013	0.018240233	0.056215324
skatesman	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.030997305	-0.148934632	-0.320798877	-0.388767082	-0.28947344	-0.209526979	-0.318484388	-0.3609907	-0.273204422	-0.061294901	0.215999924	0.029883289	-0.369037869
skeiner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.094475505	-0.163529417	-0.073089343	-0.069757682	-0.103940469	-0.145312396	-0.242870076	-0.416615795	-0.346325752	-0.334114013	-0.423447104	-0.450500781	-0.489355013
sketcher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.274190354	-0.32756412	-0.378016714	-0.356393269	-0.199711365	-0.269217165	-0.302582626	-0.423313106	-0.51441107	-0.44834863	-0.413369962	-0.221102524	-0.046465794
skiagrapher	1	2	1	1	1	1	1	1	1	1	1	1	1	-0.040932973	0.023843203	-0.004714388	-0.047089686	-0.154071821	-0.048103336	-0.200510897	-0.373772257	-0.348511764	-0.210679345	-0.363325611	-0.214899173	-0.347184831
skidder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1148131	-0.170897138	-0.180803262	-0.134698357	-0.1606568	-0.049562304	-0.27435311	-0.415826996	-0.513757972	-0.319362462	-0.325660497	-0.081042653	-0.870919804
skimmer	2	2	2	2	2	2	2	2	2	2	2	2	2	0.037478876	0.112273711	0.19804023	0.363122728	0.423842882	0.420296554	0.347300789	0.30278169	0.213030003	0.509717543	0.778443053	0.830794137	0.690223371
slabber	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.011350306	-0.006673226	-0.02834604	-0.260579083	-0.503907356	-0.469099587	-0.62697514	-0.766069599	-0.892416223	-0.802343368	-0.775463659	-0.590990908	-0.771491943
slackman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.375518456	-0.471273553	-0.573284033	-0.591280877	-0.526098358	-0.638460417	-0.699166288	-0.775372448	-0.738100585	-0.631743613	-0.326830703	-0.168324454	-0.434029967
slagger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.209350518	-0.275846973	-0.210822418	-0.114321857	-0.235177979	-0.216279153	-0.281651032	-0.424839219	-0.402724612	-0.305069556	-0.207481933	-0.288991643	-0.10038903
slasher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.271755388	-0.263661848	-0.197333358	-0.250010097	-0.41460051	-0.581337915	-0.803892263	-0.829635784	-0.923948575	-0.939401609	-0.863597259	-0.764742368	-0.71903855
sledger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.205575123	-0.271298949	-0.233399205	-0.14131876	-0.20034497	-0.371429629	-0.466630287	-0.549887329	-0.638642352	-0.653978376	-0.500537065	-0.200171742	-0.328092777
sleever	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.242777086	-0.198417916	-0.283737763	-0.292763501	-0.338525545	-0.419546022	-0.414408989	-0.632875615	-0.789113034	-0.709251013	-0.600663768	-0.492013637	-0.662484621
slimer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.131515242	-0.142285372	-0.135958192	-0.210551448	-0.367988265	-0.415842224	-0.408547827	-0.435593228	-0.544068875	-0.478118194	-0.390025974	-0.377441148	-0.550585626
slipman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.245154523	-0.250499042	-0.168901194	-0.169150679	-0.144865982	-0.388226292	-0.438564408	-0.483767426	-0.357439199	-0.227935608	-0.052046031	0.020890658	-0.048442695
slp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.232390898	-0.300112482	-0.263976018	-0.232267461	-0.124334525	-0.41701563	-0.505090226	-0.587958125	-0.639500225	-0.815308099	-0.89285965	-0.852220081	-0.892522899
slps	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.256497701	-0.357125505	-0.28720479	-0.137300493	-0.083009627	-0.278287231	-0.359056247	-0.490244828	-0.594522553	-0.569641243	-0.484403144	-0.49636374	-0.59451554
smasher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.067924118	-0.060628984	-0.15332824	-0.252183737	-0.332778784	-0.440311133	-0.533097004	-0.594411656	-0.653666013	-0.746108455	-0.567110064	-0.365146498	-0.230398076
smearer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.131683305	-0.17197738	-0.239248703	-0.255196723	-0.351013041	-0.410642455	-0.476339443	-0.572673482	-0.573334327	-0.572294174	-0.440786424	-0.241953182	-0.134829174
smeller	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.067095583	-0.193747675	-0.194896475	-0.294542904	-0.217825886	-0.157523544	-0.200880156	-0.424966002	-0.554418746	-0.493401278	-0.487157557	-0.326416723	-0.394139173
smocker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.080024176	-0.095299618	-0.075956267	-0.200156184	-0.203695196	-0.369414157	-0.424187305	-0.593483125	-0.597265744	-0.652468009	-0.837538854	-0.820104343	-0.583019921
smudger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.0749137	-0.142507791	-0.131315325	-0.090078943	-0.12169372	-0.320616462	-0.462922616	-0.656176754	-0.564120003	-0.505209451	-0.418015915	-0.249232085	-0.123974879
smutter	2	2	2	2	2	1	1	1	1	1	1	1	2	0.180538494	0.038597499	0.057261092	0.040443238	0.009037294	-0.121777943	-0.312612984	-0.441772021	-0.436933864	-0.359119377	-0.200842222	-0.019862797	0.094035913
snagger	2	2	2	2	2	2	1	1	1	1	1	2	1	0.103838066	0.125625346	0.008634953	0.073898212	0.077369308	0.101485983	-0.11165487	-0.263696775	-0.413882065	-0.395126725	-0.146659502	0.117529615	-0.375072008
snailer	2	2	2	2	2	2	2	1	1	2	2	2	2	0.01192269	0.033288967	0.089711693	0.107027175	0.22021243	0.123491378	0.133814019	-0.005548349	-0.096182654	0.053791083	0.125595438	0.566213413	0.310164651
snaker	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.215722965	-0.149478086	-0.171167147	-0.095212084	-0.189437285	-0.173448711	-0.276112055	-0.32146158	-0.510146879	-0.355303505	-0.160617449	0.140805784	-0.146994884
snipper	2	2	1	1	1	1	1	1	1	1	1	1	2	0.055638001	0.042109602	-0.092299752	-0.04144858	-0.006783119	-0.133395132	-0.320249314	-0.406099646	-0.385185572	-0.392688302	-0.170711381	-0.15799358	0.144711723
snowboarder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.151704782	-0.172941534	-0.205616501	-0.185803212	-0.165549487	-0.058445967	-0.190787723	-0.237682791	-0.401768561	-0.234701505	-0.14071087	-0.089109419	-0.533865069
snowmaker	2	2	2	2	2	2	2	2	2	2	2	2	2	0.107367017	0.131738202	0.088504704	0.18236075	0.255289509	0.059246939	0.024337214	0.148984444	0.084258932	0.372129689	0.520299161	0.545290917	0.498807499
snubber	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.255982893	-0.231484887	-0.281631023	-0.161325971	-0.095476672	-0.07313422	-0.180059843	-0.228322139	-0.225700832	-0.200578893	-0.017351842	0.080336538	-0.154764294
soaker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.050241873	-0.072767351	-0.023438602	-0.030354117	-0.187131521	-0.067778286	-0.232159751	-0.368322275	-0.467842094	-0.360245055	-0.250496413	-0.313008015	-0.639171333
soapstoner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.199828648	-0.20331248	-0.23916607	-0.206224039	-0.245156024	-0.27738567	-0.418527745	-0.411181485	-0.400487795	-0.411255077	-0.205065983	-0.216581482	-0.007465453
sodder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.058211837	-0.175175282	-0.163218926	-0.234935516	-0.32358049	-0.202604927	-0.521860223	-0.721774526	-0.688877801	-0.757251468	-0.740486278	-0.818628163	-0.708433857
solderer	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.161237658	-0.070183107	-0.116337573	-0.209690595	-0.20441148	-0.140910306	-0.050428132	-0.244702892	-0.222515334	-0.198685935	-0.191746419	0.089285292	0.035373343
sommelier	2	2	1	2	1	2	2	1	1	1	2	2	1	0.027527007	0.022946274	-0.027666504	0.071096998	-0.046791644	0.206124476	0.054664991	-0.002591343	-0.13932659	-0.059689827	0.198916534	0.189316551	-0.264647789
sonographer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.463517622	-0.672750575	-0.68790376	-0.762848129	-0.636820182	-0.514402498	-0.645127109	-0.780697722	-0.802733447	-0.916054253	-1.063406372	-1.160435744	-1.441857876
soubrette	1	1	1	1	1	2	1	1	2	2	2	2	2	-0.103290239	-0.07172636	-0.025469552	-0.041127327	-0.093193825	0.045721664	-0.102563286	-0.145013804	0.099071613	0.245814077	0.423973315	0.683313246	0.849846083
sourcer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.133658075	-0.142287285	-0.239433255	-0.188404821	-0.330338325	-0.377489679	-0.357690434	-0.33444099	-0.543200374	-0.642458705	-0.535874191	-0.356591078	-0.388805885
spanisher	1	1	1	1	2	2	2	1	1	1	1	1	1	-0.162211785	-0.092508265	-0.201267389	-0.075622544	0.064439153	0.085593453	0.110313488	-0.11546933	-0.184913317	-0.185662331	-0.112899944	-0.081918381	-0.248707474
sparmaker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.234491883	-0.173214301	-0.156306303	-0.149757446	-0.236314874	-0.391207066	-0.376184489	-0.503710605	-0.59291408	-0.568093374	-0.480667163	-0.475925715	-0.625519806
spearer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.181347276	-0.229120162	-0.220494499	-0.314931907	-0.333941581	-0.323006577	-0.409603708	-0.681268906	-0.78268261	-0.789294272	-0.667060187	-0.494843127	-0.688057785
spectrographer	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.067484	-0.107799997	-0.040897846	-0.166595383	-0.073718703	-0.227908492	-0.278693205	-0.355862101	-0.427385947	-0.236684169	-0.205811278	-0.042788327	0.033734534
spectroscopist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.202896201	-0.257604568	-0.275884399	-0.413264106	-0.294868644	-0.278966067	-0.377261438	-0.514922258	-0.588331389	-0.545587045	-0.555626611	-0.189205917	0.093174497
spooler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.071919733	-0.1132296	-0.170944785	-0.242764673	-0.455780503	-0.465267341	-0.57122736	-0.718101783	-0.679377807	-0.692214872	-0.774005178	-0.688585874	-0.732540964
sportspersons	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.129418766	-0.210262405	-0.305173635	-0.220808785	-0.222230862	-0.174147315	-0.267966818	-0.378022055	-0.540951654	-0.441468469	-0.27553671	-0.105335319	-0.497586063
spotter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.055401122	-0.166249052	-0.131562388	-0.220778519	-0.339763431	-0.28003839	-0.332565384	-0.496326493	-0.614662383	-0.401700036	-0.411648853	-0.216238988	-0.073708058
spouter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.072204263	-0.102743292	-0.11545193	-0.202136271	-0.313608461	-0.2658504	-0.309172302	-0.498617578	-0.374003647	-0.4353917	-0.536422416	-0.513621446	-0.349126721
spragger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.096617277	-0.222588095	-0.203968545	-0.091311542	-0.224073018	-0.211894875	-0.237799658	-0.367361773	-0.379512103	-0.432125955	-0.549624184	-0.696068124	-0.834787114
spreader	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.118462229	-0.166091779	-0.183921278	-0.231405884	-0.407045778	-0.419197433	-0.508799503	-0.558157331	-0.641879492	-0.533192676	-0.693601079	-0.474280342	-0.760353559
sprigger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.070369776	-0.052730063	-0.087148959	-0.214773875	-0.242418825	-0.190913631	-0.145622077	-0.233056214	-0.348594586	-0.308653702	-0.173519742	-0.006839031	-0.447495751
spudder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.028475674	-0.10791556	-0.057540519	0.000205045	-0.198393209	-0.237346188	-0.278018544	-0.436937614	-0.492459742	-0.534165143	-0.420079473	-0.227972533	-0.400144081
sqe	1	1	1	2	2	2	1	1	1	1	1	1	1	-0.06578176	-0.06643446	-0.174264958	0.039971009	0.247265306	0.130559359	-0.12766442	-0.287330515	-0.442066988	-0.364667364	-0.388751141	-0.409672196	-0.748170628
squilgeer	2	1	1	2	2	2	1	1	1	2	2	2	1	0.02431405	0.00277408	-0.036279549	0.091915325	0.038382548	0.144440592	-0.050009894	-0.1202191	-0.105291103	0.055535587	0.318967519	0.389952958	-0.010627001
stabber	2	2	1	1	1	1	1	1	1	1	1	1	1	0.010851035	0.023336818	-0.022077982	-0.001284056	-0.210248148	-0.218565985	-0.386074295	-0.511934399	-0.593916103	-0.546730698	-0.317089475	-0.174856829	-0.586789288
stablehand	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.223363813	-0.400067821	-0.383626647	-0.370040654	-0.249955869	-0.056574123	-0.10399047	-0.146951205	-0.264274064	-0.0740391	0.134818566	0.221010598	0.128341325
stacker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.088532841	-0.169163501	-0.152184346	-0.175554595	-0.232935165	-0.294266427	-0.405695679	-0.470913804	-0.533552264	-0.541854269	-0.396074218	-0.222095755	-0.17623475
starchmaker	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.074727581	-0.090271467	-0.130245413	-0.196585415	-0.220147703	-0.173637254	-0.313232716	-0.20335949	-0.146922158	-0.136515847	0.028331245	0.186237211	0.291766431
statistician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.165285264	-0.200486415	-0.264795418	-0.269523093	-0.286365644	-0.406512806	-0.472277229	-0.525939735	-0.562720571	-0.531447742	-0.743064008	-0.697895082	-0.989054483
steamblaster	2	1	1	1	1	1	1	1	1	1	1	1	1	0.035058062	-0.111715025	-0.186540148	-0.234843573	-0.223847559	-0.222857896	-0.439635654	-0.529111878	-0.622325048	-0.622368375	-0.621484414	-0.626171671	-0.471419086
steamfitter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.23542751	-0.261732854	-0.197335048	-0.158590349	-0.171983122	-0.220286636	-0.395798625	-0.591184272	-0.520525742	-0.587288317	-0.575632335	-0.486088178	-0.178949334
steeler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.312244703	-0.322017026	-0.342803824	-0.307906896	-0.263879355	-0.305217887	-0.316701106	-0.512009369	-0.548424195	-0.486310841	-0.394477414	-0.508504365	-1.023784882
steelworker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.118204934	-0.147188362	-0.153149528	-0.191041658	-0.227960923	-0.197470335	-0.288909876	-0.441371062	-0.609504086	-0.633394118	-0.587325204	-0.360430918	-0.433972599
steerer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.226871226	-0.180830213	-0.210175598	-0.188599104	-0.267383868	-0.319176014	-0.39684203	-0.701349606	-0.652069371	-0.564847144	-0.43556458	-0.380612431	-0.572642291
steersman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.248013028	-0.33837504	-0.473256409	-0.433320201	-0.558287147	-0.276911186	-0.337891708	-0.426903584	-0.600819097	-0.264630768	-0.089615473	0.30177377	-0.014315919
stenciler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.276256478	-0.236034793	-0.279075346	-0.231029932	-0.225924589	-0.111139561	-0.153249294	-0.180874208	-0.236733136	-0.12248912	-0.134581743	-0.053501745	-0.089058667
stenocaptioner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.252903948	-0.257632133	-0.301537629	-0.420608707	-0.448591706	-0.439958671	-0.445817098	-0.5756963	-0.51456627	-0.484601855	-0.669927627	-0.434125725	-0.596193162
stenotypist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.285705641	-0.265034252	-0.313407768	-0.338456169	-0.341138125	-0.308239698	-0.405721076	-0.48860173	-0.41031536	-0.370817146	-0.495308811	-0.310234593	-0.582016978
stereoptician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.111910599	-0.256195028	-0.28108075	-0.16242076	-0.125361088	-0.202261378	-0.356464241	-0.44490509	-0.423609472	-0.337296806	-0.552058225	-0.363277033	-0.463758396
stereotyper	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.09929794	-0.160722887	-0.167726812	-0.177416641	-0.27605029	-0.377053917	-0.257050497	-0.210344458	-0.226954649	-0.10944589	0.115226522	0.24071469	0.06046143
sternman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.40521732	-0.35744819	-0.436290267	-0.457426054	-0.455433853	-0.500421888	-0.464703755	-0.514362889	-0.439901695	-0.477949074	-0.53237608	-0.576475386	-0.618082255
stippler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.261816664	-0.290752817	-0.262309783	-0.212664623	-0.248762118	-0.276018725	-0.365206213	-0.50234465	-0.475850614	-0.422926358	-0.37208857	-0.328204655	-0.362442629
stna	1	1	1	2	2	2	2	2	2	2	2	2	1	-0.010924346	-0.037598438	-0.047054947	0.188930298	0.104275258	0.331696478	0.167646272	0.06899351	0.299853862	0.226825231	0.053876246	0.009944228	-0.021726558
stockbroker	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.293068652	-0.318240735	-0.392293405	-0.441079931	-0.362645015	-0.333705376	-0.340621328	-0.388642434	-0.467023326	-0.566197227	-0.543243457	-0.057476103	0.100042963
stockholder	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.075876191	-0.162761055	-0.240854399	-0.273986487	-0.417773498	-0.387988342	-0.450969013	-0.577287742	-0.402113634	-0.308123596	-0.163501194	0.173143285	0.129346978
stockkeeper	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.135398346	-0.240623176	-0.280746025	-0.264545042	-0.364796698	-0.366801501	-0.445954035	-0.541123082	-0.52975252	-0.353246118	-0.131031691	0.316192013	0.258879244
stocklayer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.060019745	-0.156627728	-0.139991605	-0.164040186	-0.203721205	-0.113712651	-0.348390717	-0.512709271	-0.634310945	-0.471276679	-0.511083616	-0.041761604	-0.118219095
stonecutter	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.130657537	-0.234346396	-0.150598732	-0.217234343	-0.282157597	-0.327923535	-0.456277784	-0.523683235	-0.642633838	-0.439306406	-0.318747097	-0.115637385	0.143284219
stonehand	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.247801348	-0.425966742	-0.297984636	-0.329591359	-0.485825166	-0.394143443	-0.517762033	-0.610508185	-0.625914578	-0.444569707	-0.115816028	-0.243655901	0.079492695
stonemason	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.471482102	-0.472917137	-0.4487964	-0.46502073	-0.544365262	-0.60196808	-0.640873619	-0.765248638	-0.797729145	-0.871621623	-0.670007908	-0.460731882	-0.519250349
stoneworker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.196684368	-0.283573144	-0.235179694	-0.216507932	-0.294918145	-0.257747293	-0.300142506	-0.469358145	-0.545748066	-0.535898678	-0.451948539	-0.185060441	-0.187605911
stoper	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.082821748	-0.158672882	-0.114356421	-0.089086813	-0.031493625	-0.001373892	-0.04472689	-0.187741576	-0.174464716	-0.145227315	0.077051596	0.299908664	-0.068712786
storeperson	2	2	2	2	2	2	1	1	1	2	2	2	2	0.185911604	0.20571748	0.184691681	0.203810088	0.096785346	0.044765258	-0.016553526	-0.113814388	-0.14924859	0.063074761	0.147898275	0.244971545	0.254507697
straightener	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.167988204	-0.217968614	-0.236894589	-0.265029148	-0.424108697	-0.335409518	-0.386058502	-0.432771506	-0.458800305	-0.35153345	-0.384357897	-0.40864558	-0.951569709
stranner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.225507188	-0.183680274	-0.153688312	-0.185426875	-0.37549106	-0.326785177	-0.423960125	-0.564594054	-0.440613092	-0.646891356	-0.60720821	-0.51735635	-0.273523485
strapper	1	1	2	1	1	2	1	1	1	1	2	1	1	-0.018106307	0.001592326	0.003665063	-0.011927048	-0.012916306	0.013012904	-0.202840904	-0.134295923	-0.197076975	-0.109184843	0.088944469	-0.033659591	-0.021361586
stratigrapher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.009874783	-0.041412334	-0.028846265	-0.069501161	-0.139139687	-0.176358549	-0.297423423	-0.331416714	-0.446924672	-0.397980818	-0.504663678	-0.275186613	-0.052651833
striper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.372049664	-0.325246609	-0.357688802	-0.32799554	-0.341970685	-0.25814453	-0.344084952	-0.369180998	-0.445885697	-0.391096797	-0.454996216	-0.289090197	-0.567344224
structurer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.315302512	-0.330067747	-0.41365867	-0.41173474	-0.494177054	-0.367371335	-0.425004132	-0.52315674	-0.571260629	-0.456213286	-0.633088347	-0.430239076	-0.415201015
stubber	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.107129459	-0.194219239	-0.205294664	-0.087696189	-0.034522387	-0.095690581	-0.302947963	-0.489705365	-0.462032377	-0.410218176	-0.004130194	0.024383002	-0.388183847
student	2	1	1	1	2	2	2	1	1	2	2	2	2	0.029291914	-0.146433664	-0.146487001	-0.148037517	0.209399657	0.091541304	0.011127975	-0.039256867	-0.059082626	0.134431794	0.117535076	0.293895967	0.268757975
stuffer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.306626835	-0.308586043	-0.361172508	-0.446329077	-0.465549593	-0.447100514	-0.49613426	-0.629130681	-0.612579185	-0.568951354	-0.51692846	-0.440272002	-0.599846707
stunner	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.171346255	-0.135435107	-0.127023123	-0.116802819	-0.056819446	-0.018597027	-0.138019446	-0.157788006	-0.226886235	-0.050655187	0.04169565	0.045269192	-0.267827252
stuntman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.480829759	-0.38887779	-0.618728128	-0.682218772	-0.648148743	-0.62880541	-0.664824156	-0.845703385	-0.99994448	-0.723453948	-0.717827395	-0.538514311	-1.068282891
subassembler	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.172253428	-0.249310863	-0.230437267	-0.183000407	-0.2642664	-0.229923768	-0.213389403	-0.164268771	-0.377617288	-0.345504898	-0.194291555	-0.027544411	0.04625741
subeditor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.206396906	-0.263474071	-0.164716379	-0.160427623	-0.065605063	-0.060477318	-0.075359941	-0.368131421	-0.567083345	-0.48808538	-0.408874879	-0.262061908	-0.660341894
subsorter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.178807923	-0.307155435	-0.29997601	-0.351063542	-0.343505083	-0.355329579	-0.405090123	-0.540705089	-0.743853123	-0.76973367	-0.599028176	-0.327899878	-0.419115569
superintendent	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.18702119	-0.331838127	-0.397100886	-0.259128462	-0.435405237	-0.369010229	-0.594135304	-0.570231067	-0.439924218	-0.213592292	-0.188116617	-0.360212545	-0.4175353
supervisor	1	1	1	1	1	2	1	1	1	2	2	1	2	-0.039959482	-0.315333131	-0.228200952	-0.052721263	-0.011232693	0.081387546	-0.051856995	-0.148348807	-0.160453081	0.178341936	0.145582472	-0.182552843	0.033530013
